date,date_next,optionid,callput,dte,strike,underlying_price,opt_price,delta_clean,log_mny,r_daily,dhret
2023-05-30,2023-05-31,2016639403,C,2,30000.0,28070.0,17.0,0.040331,0.06649599128836421,0.00013863013698630136,1.4190378837409194
2023-05-30,2023-05-31,2016639404,P,2,30000.0,28070.0,1945.0,-0.962012,0.06649599128836421,0.00013863013698630136,0.011581131978355641
2023-05-31,2023-06-01,2016639404,P,1,30000.0,27075.0,2925.0,-0.998452,0.10258658877510114,0.0001391780821917808,-0.0025620009949862688
2023-05-30,2023-05-31,2016639405,C,2,31000.0,28070.0,4.0,0.010058,0.09928581411135513,0.00013863013698630136,1.7515460527937767
2023-05-30,2023-05-31,2016639406,P,2,31000.0,28070.0,2935.0,-0.986387,0.09928581411135513,0.00013863013698630136,0.002772377350789723
2023-05-31,2023-06-01,2016639406,P,1,31000.0,27075.0,3925.0,-0.998425,0.13537641159809188,0.0001391780821917808,-0.0019436846339557778
2023-05-30,2023-05-31,2016639407,C,2,32000.0,28070.0,1.0,0.002601,0.1310345124259355,0.00013863013698630136,2.5874976647073034
2023-05-30,2023-05-31,2016639408,P,2,32000.0,28070.0,3930.0,-0.997161,0.1310345124259355,0.00013863013698630136,0.0005800693461395223
2023-05-31,2023-06-01,2016639408,P,1,32000.0,27075.0,4925.0,-0.9984,0.16712510991267227,0.0001391780821917808,-0.0015765221166436083
2023-05-30,2023-05-31,2016639409,C,2,33000.0,28070.0,1.0,0.002188,0.16180617109268905,0.00013863013698630136,2.1766196247862624
2023-05-30,2023-05-31,2016639410,P,2,33000.0,28070.0,4930.0,-0.997116,0.16180617109268905,0.00013863013698630136,0.00044337330683363874
2023-05-31,2023-06-01,2016639410,P,1,33000.0,27075.0,5925.0,-0.998374,0.19789676857942584,0.0001391780821917808,-0.0013332710011033644
2023-05-30,2023-05-31,2016639411,C,2,34000.0,28070.0,1.0,0.001904,0.19165913424237027,0.00013863013698630136,1.8940787934604133
2023-05-30,2023-05-31,2016639412,P,2,34000.0,28070.0,5930.0,-0.997071,0.19165913424237027,0.00013863013698630136,0.0003527804848313387
2023-05-31,2023-06-01,2016639412,P,1,34000.0,27075.0,6925.0,-0.998349,0.2277497317291071,0.0001391780821917808,-0.001160294572957521
2023-05-30,2023-05-31,2016639413,C,2,35000.0,28070.0,1.0,0.001696,0.2206466711156226,0.00013863013698630136,1.687147480376693
2023-05-30,2023-05-31,2016639414,P,2,35000.0,28070.0,6930.0,-0.997027,0.2206466711156226,0.00013863013698630136,0.0002881892186621382
2023-05-31,2023-06-01,2016639414,P,1,35000.0,27075.0,7925.0,-0.998324,0.25673726860235946,0.0001391780821917808,-0.0010309715020726529
2023-05-30,2023-05-31,2016639415,C,2,36000.0,28070.0,1.0,0.001537,0.2488175480823188,0.00013863013698630136,1.5289644093175028
2023-05-30,2023-05-31,2016639416,P,2,36000.0,28070.0,7930.0,-0.996983,0.2488175480823188,0.00013863013698630136,0.00023988830966037433
2023-05-31,2023-06-01,2016639416,P,1,36000.0,27075.0,8925.0,-0.998299,0.28490814556905564,0.0001391780821917808,-0.0009306283910498481
2023-05-30,2023-05-31,2016639417,C,2,37000.0,28070.0,1.0,0.00141,0.2762165222704333,0.00013863013698630136,1.4026169248865772
2023-05-30,2023-05-31,2016639418,P,2,37000.0,28070.0,8930.0,-0.99694,0.2762165222704333,0.00013863013698630136,0.0002022936667191999
2023-05-31,2023-06-01,2016639418,P,1,37000.0,27075.0,9925.0,-0.998274,0.3123071197571702,0.0001391780821917808,-0.0008505055542883388
2023-05-30,2023-05-31,2016639419,C,2,38000.0,28070.0,1.0,0.001308,0.3028847693525947,0.00013863013698630136,1.3011409925089832
2023-05-31,2023-06-01,2016639420,P,1,38000.0,27075.0,10925.0,-0.99825,0.3389753668393314,0.0001391780821917808,-0.0007850642417970288
2023-05-30,2023-05-31,2016639421,C,2,39000.0,28070.0,1.0,0.001222,0.32886025575585537,0.00013863013698630136,1.2155828534455222
2023-05-31,2023-06-01,2016639422,P,1,39000.0,27075.0,11925.0,-0.998226,0.36495085324259213,0.0001391780821917808,-0.0007305984114845954
2023-05-30,2023-05-31,2016639423,C,2,40000.0,28070.0,1.0,0.00115,0.35417806374014515,0.00013863013698630136,1.1439527835319265
2023-05-31,2023-06-01,2016639424,P,1,40000.0,27075.0,12925.0,-0.998201,0.3902686612268821,0.0001391780821917808,-0.0006845489588508391
2023-05-30,2023-05-31,2016639425,C,2,41000.0,28070.0,1.0,0.001089,0.3788706763305167,0.00013863013698630136,1.0832661965217967
2023-05-31,2023-06-01,2016639426,P,1,41000.0,27075.0,13925.0,-0.998178,0.41496127381725345,0.0001391780821917808,-0.0006451349721789956
2023-05-30,2023-05-31,2016639427,C,2,42000.0,28070.0,1.0,0.001035,0.4029682279095772,0.00013863013698630136,1.0295436440866004
2023-05-31,2023-06-01,2016639428,P,1,42000.0,27075.0,14925.0,-0.998154,0.439058825396314,0.0001391780821917808,-0.0006109925429087504
2023-05-30,2023-05-31,2016639429,C,2,43000.0,28070.0,1.0,0.000988,0.42649872531977123,0.00013863013698630136,0.9827851262263367
2023-05-31,2023-06-01,2016639430,P,1,43000.0,27075.0,15925.0,-0.99813,0.46258932280650805,0.0001391780821917808,-0.0005811380168435631
2023-05-30,2023-05-31,2016639431,C,2,44000.0,28070.0,1.0,0.000947,0.44948824354447003,0.00013863013698630136,0.9419957808588726
2023-05-31,2023-06-01,2016639432,P,1,44000.0,27075.0,16925.0,-0.998107,0.48557884103120685,0.0001391780821917808,-0.0005548202134523228
2023-05-30,2023-05-31,2016639433,C,2,45000.0,28070.0,1.0,0.00091,0.47196109939652864,0.00013863013698630136,0.9051858838199416
2023-05-31,2023-06-01,2016639434,P,1,45000.0,27075.0,17925.0,-0.998084,0.5080516968832653,0.0001391780821917808,-0.0005314388455858188
2023-05-30,2023-05-31,2016639435,C,2,46000.0,28070.0,1.0,0.000877,0.4939400061153039,0.00013863013698630136,0.8723554351095435
2023-05-30,2023-05-31,2016639437,C,2,47000.0,28070.0,1.0,0.000847,0.5154462113362674,0.00013863013698630136,0.8425095726455456
2023-05-30,2023-05-31,2016639439,C,2,50000.0,28070.0,1.0,0.000773,0.5773216150543549,0.00013863013698630136,0.7688897785676834
2023-05-30,2023-05-31,2016639440,P,2,50000.0,28070.0,21925.0,-0.999295,0.5773216150543549,0.00013863013698630136,-0.00010662105734882132
2023-05-30,2023-05-31,2016639441,C,2,5000.0,28070.0,23065.0,0.999549,-1.7252634779396907,0.00013863013698630136,-0.00015806389332939652
2023-05-30,2023-05-31,2016639442,P,2,5000.0,28070.0,1.0,-0.000232,-1.7252634779396907,0.00013863013698630136,-0.23094661397625427
2023-05-30,2023-05-31,2016639443,C,2,55000.0,28070.0,1.0,0.000683,0.6726317948586799,0.00013863013698630136,0.6793521911756888
2023-05-30,2023-05-31,2016639444,P,2,55000.0,28070.0,26925.0,-0.998607,0.6726317948586799,0.00013863013698630136,-8.714043366908619e-05
2023-05-30,2023-05-31,2016639445,C,2,60000.0,28070.0,1.0,0.000619,0.7596431718483095,0.00013863013698630136,0.6156810179191596
2023-05-30,2023-05-31,2016639447,C,2,65000.0,28070.0,1.0,0.000572,0.8396858795218459,0.00013863013698630136,0.5689225000588958
2023-05-30,2023-05-31,2016639449,C,2,70000.0,28070.0,1.0,0.000535,0.9137938516755679,0.00013863013698630136,0.532112603019965
2023-05-30,2023-05-31,2016639450,P,2,70000.0,28070.0,41920.0,-0.999408,0.9137938516755679,0.00013863013698630136,-5.3030659438180194e-06
2023-05-31,2023-06-01,2016639450,P,1,70000.0,27075.0,42920.0,-0.999615,0.9498844491623047,0.0001391780821917808,-0.00019185990699088773
2023-05-30,2023-05-31,2016639451,C,2,75000.0,28070.0,1.0,0.000505,0.9827867231625194,0.00013863013698630136,0.5022667405559667
2023-05-31,2023-06-01,2016639452,P,1,75000.0,27075.0,47920.0,-0.999335,1.0188773206492563,0.0001391780821917808,-0.0001854846958357914
2023-05-30,2023-05-31,2016639453,C,2,80000.0,28070.0,1.0,0.00048,1.0473252443000904,0.00013863013698630136,0.47739518850263485
2023-05-31,2023-06-01,2016639454,P,1,80000.0,27075.0,52920.0,-0.999102,1.0834158417868274,0.0001391780821917808,-0.00018044737452371784
2023-05-30,2023-05-31,2016639455,C,2,85000.0,28070.0,1.0,0.00046,1.1079498661165255,0.00013863013698630136,0.4574979468599696
2023-05-30,2023-05-31,2016639457,C,2,90000.0,28070.0,1.0,0.000442,1.165108279956474,0.00013863013698630136,0.43959042938157045
2023-05-30,2023-05-31,2016639458,P,2,90000.0,28070.0,61915.0,-0.999446,1.165108279956474,0.00013863013698630136,-4.896446185231884e-05
2023-05-30,2023-05-31,2016639459,C,2,95000.0,28070.0,1.0,0.000427,1.2191755012267498,0.00013863013698630136,0.4246674981495715
2023-05-30,2023-05-31,2016639499,C,1,15000.0,28070.0,13070.0,0.99891,-0.6266511892715811,0.00013863013698630136,-0.0018143197040546566
2023-05-30,2023-05-31,2016639501,C,1,20000.0,28070.0,8070.0,0.998756,-0.3389691168198002,0.00013863013698630136,-0.0028715381271335882
2023-05-30,2023-05-31,2016639503,C,1,21000.0,28070.0,7070.0,0.998727,-0.2901789526503681,0.00013863013698630136,-0.003262171536777103
2023-05-30,2023-05-31,2016639505,C,1,22000.0,28070.0,6070.0,0.998698,-0.24365893701547528,0.00013863013698630136,-0.0037815144718386096
2023-05-30,2023-05-31,2016639507,C,1,23000.0,28070.0,5070.0,0.99867,-0.19920717444464137,0.00013863013698630136,-0.0045055301895514654
2023-05-30,2023-05-31,2016639509,C,1,24000.0,28070.0,4070.0,0.998642,-0.15664756002584548,0.00013863013698630136,-0.005585327586729583
2023-05-30,2023-05-31,2016639511,C,1,25000.0,28070.0,3070.0,0.998615,-0.11582556550559042,0.00013863013698630136,-0.00736825199767821
2023-05-30,2023-05-31,2016639513,C,1,26000.0,28070.0,2075.0,0.98512,-0.07660485235230904,0.00013863013698630136,-0.01971449952285531
2023-05-30,2023-05-31,2016639515,C,1,27000.0,28070.0,1100.0,0.917487,-0.03886452436946207,0.00013863013698630136,-0.12095862071773555
2023-05-30,2023-05-31,2016639518,P,1,28000.0,28070.0,190.0,-0.446229,-0.0024968801985871545,0.00013863013698630136,1.6408030893165009
2023-05-30,2023-05-31,2016639520,P,1,29000.0,28070.0,960.0,-0.905573,0.03259443961268301,0.00013863013698630136,0.08815629978476469
2023-05-30,2023-05-31,2016639522,P,1,30000.0,28070.0,1935.0,-0.982996,0.06649599128836421,0.00013863013698630136,0.01677841337831265
2023-05-30,2023-05-31,2016639524,P,1,31000.0,28070.0,2930.0,-0.998458,0.09928581411135513,0.00013863013698630136,0.007489782065445372
2023-05-30,2023-05-31,2016639526,P,1,32000.0,28070.0,3930.0,-0.998433,0.1310345124259355,0.00013863013698630136,0.005555043786888758
2023-05-30,2023-05-31,2016639528,P,1,33000.0,28070.0,4930.0,-0.998408,0.16180617109268905,0.00013863013698630136,0.004405189191316383
2023-05-30,2023-05-31,2016639530,P,1,34000.0,28070.0,5930.0,-0.998383,0.19165913424237027,0.00013863013698630136,0.0036431439028512536
2023-05-30,2023-05-31,2016639532,P,1,35000.0,28070.0,6930.0,-0.998359,0.2206466711156226,0.00013863013698630136,0.0031008815458217764
2023-05-30,2023-05-31,2016639534,P,1,36000.0,28070.0,7930.0,-0.998334,0.2488175480823188,0.00013863013698630136,0.002695506903311662
2023-05-30,2023-05-31,2016639536,P,1,37000.0,28070.0,8930.0,-0.99831,0.2762165222704333,0.00013863013698630136,0.002380810247692766
2023-05-30,2023-05-31,2016639538,P,1,38000.0,28070.0,9930.0,-0.998287,0.3028847693525947,0.00013863013698630136,0.0021293964167625745
2023-05-30,2023-05-31,2016639540,P,1,39000.0,28070.0,10930.0,-0.998263,0.32886025575585537,0.00013863013698630136,0.001924077967711657
2023-05-30,2023-05-31,2016639542,P,1,40000.0,28070.0,11930.0,-0.99824,0.35417806374014515,0.00013863013698630136,0.0017530966549574867
2023-05-30,2023-05-31,2016639544,P,1,41000.0,28070.0,12930.0,-0.998216,0.3788706763305167,0.00013863013698630136,0.001608639509843579
2023-05-30,2023-05-31,2016639546,P,1,42000.0,28070.0,13930.0,-0.998193,0.4029682279095772,0.00013863013698630136,0.0014848513832614874
2023-05-30,2023-05-31,2016639548,P,1,43000.0,28070.0,14930.0,-0.99817,0.42649872531977123,0.00013863013698630136,0.0013776457250760377
2023-05-30,2023-05-31,2016639550,P,1,44000.0,28070.0,15930.0,-0.998148,0.44948824354447003,0.00013863013698630136,0.0012838372077750293
2023-05-30,2023-05-31,2016639552,P,1,45000.0,28070.0,16930.0,-0.998125,0.47196109939652864,0.00013863013698630136,0.0012011693813591684
2023-05-30,2023-05-31,2016639554,P,1,46000.0,28070.0,17930.0,-0.998103,0.4939400061153039,0.00013863013698630136,0.001127667243217001
2023-05-30,2023-05-31,2016639568,P,1,70000.0,28070.0,41925.0,-0.99969,0.9137938516755679,0.00013863013698630136,0.00048452153689892974
2023-05-30,2023-05-31,2016639570,P,1,75000.0,28070.0,46925.0,-0.9994,0.9827867231625194,0.00013863013698630136,0.0004242732196404475
2023-05-30,2023-05-31,2016639572,P,1,80000.0,28070.0,51925.0,-0.999163,1.0473252443000904,0.00013863013698630136,0.0003746123936143597
2023-06-05,2023-06-06,2016651066,C,2,100000.0,25640.0,1.0,0.000425,1.361016553935622,0.00013863013698630136,-0.690667882753788
2023-06-06,2023-06-07,2016651068,C,1,10000.0,27265.0,17265.0,0.999067,-1.0030187353839792,0.00013835616438356136,-0.00305256544781074
2023-06-05,2023-06-06,2016651069,P,2,10000.0,25640.0,1.0,-0.000462,-0.9415685390584236,0.00013863013698630136,0.7505073269294722
2023-06-06,2023-06-07,2016651072,C,1,15000.0,27265.0,12265.0,0.998887,-0.5975536272758148,0.00013835616438356136,-0.004250203100163219
2023-06-05,2023-06-06,2016651073,P,2,15000.0,25640.0,1.0,-0.000785,-0.5361034309502593,0.00013863013698630136,1.275309573522136
2023-06-05,2023-06-06,2016651074,C,2,20000.0,25640.0,5640.0,0.997633,-0.2484213584984783,0.00013863013698630136,0.0005432759315755487
2023-06-06,2023-06-07,2016651074,C,1,20000.0,27265.0,7265.0,0.998729,-0.30987155482403395,0.00013835616438356136,-0.007094360851202519
2023-06-05,2023-06-06,2016651075,P,2,20000.0,25640.0,3.0,-0.003879,-0.2484213584984783,0.00013863013698630136,1.4341208908207976
2023-06-05,2023-06-06,2016651076,C,2,21000.0,25640.0,4645.0,0.991423,-0.19963119432904627,0.00013863013698630136,0.001785261230992763
2023-06-06,2023-06-07,2016651076,C,1,21000.0,27265.0,6265.0,0.998699,-0.26108139065460195,0.00013835616438356136,-0.0082077959842074
2023-06-05,2023-06-06,2016651077,P,2,21000.0,25640.0,6.0,-0.008129,-0.19963119432904627,0.00013863013698630136,1.3679425651311536
2023-06-05,2023-06-06,2016651078,C,2,22000.0,25640.0,3650.0,0.983722,-0.1531111786941534,0.00013863013698630136,0.004368093080794777
2023-06-06,2023-06-07,2016651078,C,1,22000.0,27265.0,5265.0,0.998669,-0.21456137501970907,0.00013835616438356136,-0.009744188432693979
2023-06-05,2023-06-06,2016651079,P,2,22000.0,25640.0,13.0,-0.018267,-0.1531111786941534,0.00013863013698630136,1.3599709138320084
2023-06-05,2023-06-06,2016651080,C,2,23000.0,25640.0,2665.0,0.960913,-0.10865941612331965,0.00013863013698630136,0.014312059326234916
2023-06-06,2023-06-07,2016651080,C,1,23000.0,27265.0,4265.0,0.99864,-0.1701096124488752,0.00013835616438356136,-0.012000892718832201
2023-06-05,2023-06-06,2016651081,P,2,23000.0,25640.0,25.0,-0.038118,-0.10865941612331965,0.00013863013698630136,1.5173210234416814
2023-06-05,2023-06-06,2016651082,C,2,24000.0,25640.0,1690.0,0.914315,-0.06609980170452369,0.00013863013698630136,0.052657694180011205
2023-06-06,2023-06-07,2016651082,C,1,24000.0,27265.0,3265.0,0.998612,-0.12754999803007927,0.00013835616438356136,-0.015639757391765374
2023-06-05,2023-06-06,2016651083,P,2,24000.0,25640.0,50.0,-0.084993,-0.06609980170452369,0.00013863013698630136,1.7818868466453686
2023-06-05,2023-06-06,2016651084,C,2,25000.0,25640.0,765.0,0.767516,-0.02527780718426854,0.00013863013698630136,0.3367904975436675
2023-06-06,2023-06-07,2016651084,C,1,25000.0,27265.0,2270.0,0.98613,-0.08672800350982411,0.00013835616438356136,-0.028237907425601616
2023-06-05,2023-06-06,2016651085,P,2,25000.0,25640.0,125.0,-0.232104,-0.02527780718426854,0.00013863013698630136,2.0489293265098043
2023-06-05,2023-06-06,2016651086,C,2,26000.0,25640.0,155.0,0.322045,0.013942905969012667,0.00013863013698630136,3.913363214623203
2023-06-06,2023-06-07,2016651086,C,1,26000.0,27265.0,1285.0,0.94327,-0.04750729035654281,0.00013835616438356136,-0.08329270759122143
2023-06-05,2023-06-06,2016651087,P,2,26000.0,25640.0,515.0,-0.677641,0.013942905969012667,0.00013863013698630136,1.1747793352855527
2023-06-05,2023-06-06,2016651088,C,2,27000.0,25640.0,35.0,0.082627,0.05168323395185972,0.00013863013698630136,6.876940161563513
2023-06-05,2023-06-06,2016651089,P,2,27000.0,25640.0,1395.0,-0.916596,0.05168323395185972,0.00013863013698630136,0.1714996020181514
2023-06-06,2023-06-07,2016651089,P,1,27000.0,27265.0,145.0,-0.335451,-0.009766962373695766,0.00013835616438356136,0.51695973995851
2023-06-05,2023-06-06,2016651090,C,2,28000.0,25640.0,10.0,0.023939,0.08805087812273459,0.00013863013698630136,3.1093428212417678
2023-06-05,2023-06-06,2016651091,P,2,28000.0,25640.0,2370.0,-0.97474,0.08805087812273459,0.00013863013698630136,0.012075940499466586
2023-06-06,2023-06-07,2016651091,P,1,28000.0,27265.0,815.0,-0.814061,0.026600681797178987,0.00013835616438356136,0.1121161257435237
2023-06-05,2023-06-06,2016651092,C,2,29000.0,25640.0,3.0,0.007264,0.12314219793400472,0.00013863013698630136,5.064492611891794
2023-06-05,2023-06-06,2016651093,P,2,29000.0,25640.0,3360.0,-0.997155,0.12314219793400472,0.00013863013698630136,0.007412983569133669
2023-06-06,2023-06-07,2016651093,P,1,29000.0,27265.0,1765.0,-0.93546,0.06169200160844911,0.00013835616438356136,0.0349750484481266
2023-06-05,2023-06-06,2016651094,C,2,30000.0,25640.0,1.0,0.002419,0.1570437496096861,0.00013863013698630136,10.067590698385374
2023-06-05,2023-06-06,2016651095,P,2,30000.0,25640.0,4360.0,-0.997105,0.1570437496096861,0.00013863013698630136,0.0022224436460804853
2023-06-06,2023-06-07,2016651095,P,1,30000.0,27265.0,2750.0,-0.970248,0.09559355328413047,0.00013835616438356136,0.01956714023750883
2023-06-05,2023-06-06,2016651096,C,2,31000.0,25640.0,1.0,0.002071,0.18983357243267698,0.00013863013698630136,2.634121201280042
2023-06-05,2023-06-06,2016651097,P,2,31000.0,25640.0,5360.0,-0.997056,0.18983357243267698,0.00013863013698630136,-9.831799968584853e-05
2023-06-06,2023-06-07,2016651097,P,1,31000.0,27265.0,3740.0,-0.989049,0.12838337610712136,0.00013835616438356136,0.013732178396063555
2023-06-05,2023-06-06,2016651098,C,2,32000.0,25640.0,1.0,0.001825,0.22158227074725728,0.00013863013698630136,-1.9654911538290858
2023-06-05,2023-06-06,2016651099,P,2,32000.0,25640.0,6360.0,-0.997007,0.22158227074725728,0.00013863013698630136,-0.0009032258346148847
2023-06-06,2023-06-07,2016651099,P,1,32000.0,27265.0,4735.0,-0.998396,0.16013207442170166,0.00013835616438356136,0.010580479855409664
2023-06-05,2023-06-06,2016651100,C,2,33000.0,25640.0,1.0,0.00164,0.25235392941401097,0.00013863013698630136,-2.664769212815977
2023-06-05,2023-06-06,2016651101,P,2,33000.0,25640.0,7360.0,-0.996959,0.25235392941401097,0.00013863013698630136,-0.0008099342959012601
2023-06-06,2023-06-07,2016651101,P,1,33000.0,27265.0,5735.0,-0.998371,0.19090373308845537,0.00013835616438356136,0.008714316970443337
2023-06-05,2023-06-06,2016651102,C,2,34000.0,25640.0,1.0,0.001497,0.2822068925636922,0.00013863013698630136,-2.432426422528822
2023-06-05,2023-06-06,2016651103,P,2,34000.0,25640.0,8360.0,-0.996911,0.2822068925636922,0.00013863013698630136,-0.0007389613071192569
2023-06-06,2023-06-07,2016651103,P,1,34000.0,27265.0,6735.0,-0.998346,0.22075669623813654,0.00013835616438356136,0.007402322722438237
2023-06-05,2023-06-06,2016651104,C,2,35000.0,25640.0,1.0,0.001382,0.3111944294369445,0.00013863013698630136,-2.2455773254447466
2023-06-06,2023-06-07,2016651105,P,1,35000.0,27265.0,7735.0,-0.99832,0.24974423311138882,0.00013835616438356136,0.006429648888834905
2023-06-05,2023-06-06,2016651106,C,2,36000.0,25640.0,1.0,0.001287,0.33936530640364065,0.00013863013698630136,-2.0912237235057276
2023-06-06,2023-06-07,2016651107,P,1,36000.0,27265.0,8735.0,-0.998296,0.27791511007808517,0.00013835616438356136,0.005679532336104964
2023-06-05,2023-06-06,2016651108,C,2,37000.0,25640.0,1.0,0.001208,0.3667642805917551,0.00013863013698630136,-1.962866517682754
2023-06-06,2023-06-07,2016651109,P,1,37000.0,27265.0,9735.0,-0.998271,0.3053140842661996,0.00013835616438356136,0.005083590207088262
2023-06-05,2023-06-06,2016651110,C,2,38000.0,25640.0,1.0,0.001141,0.39343252767391645,0.00013863013698630136,-1.8540066089468148
2023-06-06,2023-06-07,2016651111,P,1,38000.0,27265.0,10735.0,-0.998246,0.33198233134836097,0.00013835616438356136,0.004598675954926135
2023-06-05,2023-06-06,2016651112,C,2,39000.0,25640.0,1.0,0.001083,0.4194080140771771,0.00013863013698630136,-1.7597696730261503
2023-06-06,2023-06-07,2016651113,P,1,39000.0,27265.0,11735.0,-0.998222,0.3579578177516216,0.00013835616438356136,0.004196349993768278
2023-06-05,2023-06-06,2016651114,C,2,40000.0,25640.0,1.0,0.001033,0.444725822061467,0.00013863013698630136,-1.6785309351635087
2023-06-06,2023-06-07,2016651115,P,1,40000.0,27265.0,12735.0,-0.998198,0.38327562573591134,0.00013835616438356136,0.00385720832175962
2023-06-05,2023-06-06,2016651116,C,2,41000.0,25640.0,1.0,0.000988,0.4694184346518385,0.00013863013698630136,-1.6054160710871312
2023-06-06,2023-06-07,2016651117,P,1,41000.0,27265.0,13735.0,-0.998174,0.4079682383262829,0.00013835616438356136,0.003567450220483881
2023-06-05,2023-06-06,2016651118,C,2,42000.0,25640.0,1.0,0.000949,0.49351598623089904,0.00013863013698630136,-1.542049855554271
2023-06-06,2023-06-07,2016651119,P,1,42000.0,27265.0,14735.0,-0.998151,0.4320657899053434,0.00013835616438356136,0.0033169769032708185
2023-06-05,2023-06-06,2016651120,C,2,43000.0,25640.0,1.0,0.000914,0.5170464836410932,0.00013863013698630136,-1.485182739050422
2023-06-06,2023-06-07,2016651121,P,1,43000.0,27265.0,15735.0,-0.998127,0.4555962873155375,0.00013835616438356136,0.003098381663198868
2023-06-05,2023-06-06,2016651122,C,2,44000.0,25640.0,1.0,0.000882,0.5400360018657919,0.00013863013698630136,-1.4331899468183313
2023-06-06,2023-06-07,2016651123,P,1,44000.0,27265.0,16735.0,-0.998104,0.4785858055402362,0.00013835616438356136,0.0029058716081138414
2023-06-05,2023-06-06,2016651124,C,2,45000.0,25640.0,1.0,0.000854,0.5625088577178505,0.00013863013698630136,-1.3876962536152524
2023-06-06,2023-06-07,2016651125,P,1,45000.0,27265.0,17735.0,-0.998081,0.5010586613922948,0.00013835616438356136,0.00273507117299876
2023-06-05,2023-06-06,2016651126,C,2,46000.0,25640.0,1.0,0.000828,0.5844877644366256,0.00013863013698630136,-1.3454521099266785
2023-06-05,2023-06-06,2016651127,P,2,46000.0,25640.0,20355.0,-0.99956,0.5844877644366256,0.00013863013698630136,-0.00017373255696251366
2023-06-05,2023-06-06,2016651128,C,2,47000.0,25640.0,1.0,0.000804,0.6059939696575892,0.00013863013698630136,-1.3064575157526108
2023-06-05,2023-06-06,2016651129,P,2,47000.0,25640.0,21355.0,-0.999356,0.6059939696575892,0.00013863013698630136,-0.00018760904560000125
2023-06-05,2023-06-06,2016651130,C,2,50000.0,25640.0,1.0,0.000743,0.6678693733756768,0.00013863013698630136,-1.207346255560188
2023-06-05,2023-06-06,2016651131,P,2,50000.0,25640.0,24355.0,-0.998874,0.6678693733756768,0.00013863013698630136,-0.0002137288181395247
2023-06-05,2023-06-06,2016651132,C,2,5000.0,25640.0,20635.0,0.999664,-1.6347157196183688,0.00013863013698630136,-0.0001121546907351112
2023-06-05,2023-06-06,2016651133,P,2,5000.0,25640.0,1.0,-0.000265,-1.6347157196183688,0.00013863013698630136,0.4304266997506647
2023-06-05,2023-06-06,2016651134,C,2,55000.0,25640.0,1.0,0.000668,0.7631795531800015,0.00013863013698630136,-1.0854881487662258
2023-06-05,2023-06-06,2016651136,C,2,60000.0,25640.0,1.0,0.000613,0.8501909301696314,0.00013863013698630136,-0.9961255371173202
2023-06-05,2023-06-06,2016651138,C,2,65000.0,25640.0,1.0,0.000571,0.9302336378431678,0.00013863013698630136,-0.9278849973127014
2023-06-05,2023-06-06,2016651139,P,2,65000.0,25640.0,39350.0,-0.999729,0.9302336378431678,0.00013863013698630136,-2.275341215673965e-05
2023-06-05,2023-06-06,2016651140,C,2,70000.0,25640.0,1.0,0.000537,1.0043416099968898,0.00013863013698630136,-0.8726426555661052
2023-06-05,2023-06-06,2016651141,P,2,70000.0,25640.0,44350.0,-0.999072,1.0043416099968898,0.00013863013698630136,-5.9884518389119457e-05
2023-06-06,2023-06-07,2016651141,P,1,70000.0,27265.0,42730.0,-0.999609,0.9428914136713341,0.00013835616438356136,0.001147843671689186
2023-06-05,2023-06-06,2016651142,C,2,75000.0,25640.0,1.0,0.00051,1.073334481483841,0.00013863013698630136,-0.8287737371202788
2023-06-06,2023-06-07,2016651143,P,1,75000.0,27265.0,47730.0,-0.999328,1.0118842851582854,0.00013835616438356136,0.001016964267895215
2023-06-05,2023-06-06,2016651144,C,2,80000.0,25640.0,1.0,0.000488,1.1378730026214123,0.00013863013698630136,-0.7930286924607164
2023-06-06,2023-06-07,2016651145,P,1,80000.0,27265.0,52730.0,-0.999094,1.0764228062958567,0.00013835616438356136,0.0009103217936792252
2023-06-05,2023-06-06,2016651146,C,2,85000.0,25640.0,1.0,0.000468,1.1984976244378471,0.00013863013698630136,-0.7605331973156597
2023-06-05,2023-06-06,2016651147,P,2,85000.0,25640.0,59345.0,-0.99968,1.1984976244378471,0.00013863013698630136,-6.313061089513461e-05
2023-06-05,2023-06-06,2016651148,C,2,90000.0,25640.0,1.0,0.000452,1.255656038277796,0.00013863013698630136,-0.7345368011996145
2023-06-05,2023-06-06,2016651150,C,2,95000.0,25640.0,1.0,0.000437,1.3097232595480715,0.00013863013698630136,-0.7101651798408221
2023-05-30,2023-05-31,2016651152,C,2,25750.0,28070.0,2335.0,0.969482,-0.08626676326404596,0.00013863013698630136,-0.011000235793776292
2023-05-31,2023-06-01,2016651152,C,1,25750.0,27075.0,1345.0,0.945086,-0.050176165777309135,0.0001391780821917808,-0.015688741765096936
2023-05-30,2023-05-31,2016651153,P,2,25750.0,28070.0,14.0,-0.028002,-0.08626676326404596,0.00013863013698630136,-1.41865553315466
2023-05-30,2023-05-31,2016651154,C,2,26250.0,28070.0,1845.0,0.948548,-0.06703540133615833,0.00013863013698630136,-0.00891503110137204
2023-05-31,2023-06-01,2016651154,C,1,26250.0,27075.0,885.0,0.855546,-0.0309448038494216,0.0001391780821917808,-0.08413662065106031
2023-05-30,2023-05-31,2016651155,P,2,26250.0,28070.0,25.0,-0.05057,-0.06703540133615833,0.00013863013698630136,-0.612739685950386
